stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
79,Pokémon Mystery Dungeon™: Rescue Team DX,$59.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","March 6, 2020"
80,Pokémon™ HOME,$0.00,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","February 11, 2020"
81,Tokyo Mirage Sessions™ #FE Encore,$59.99,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, Simplified Chinese, Traditional Chinese, American English","January 17, 2020"
82,Pokémon Sword and Pokémon Shield Double Pack Digital Version,$119.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
83,Pokémon™ Sword,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
84,Pokémon™ Shield,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
85,The Stretchers™,$19.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 8, 2019"
86,Luigi’s Mansion™ 3,$59.99,"Nintendo Switch: 7.4 GB , Nintendo Switch 2: 7.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)","Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 31, 2019"
87,Ring Fit Adventure,$79.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo,Nintendo,American English,"October 18, 2019"
88,The Legend of Zelda™: Link’s Awakening,$59.99,"Nintendo Switch: 5.9 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 20, 2019"
89,DAEMON X MACHINA™,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"French, German, Italian, Spanish, Korean, American English","September 13, 2019"
90,Super Nintendo Entertainment System™ – Nintendo Classics,$0.00,"Nintendo Switch: 288 MB , Nintendo Switch 2: 311 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 5, 2019"
91,Super Kirby Clash™,$0.00,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 4, 2019"
92,ASTRAL CHAIN,$59.99,"Nintendo Switch: 9.8 GB , Nintendo Switch 2: 9.8 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","August 30, 2019"
93,Fire Emblem™: Three Houses,$59.99,"Nintendo Switch: 11.6 GB , Nintendo Switch 2: 11.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","July 26, 2019"
94,MARVEL ULTIMATE ALLIANCE 3: The Black Order,$59.99,"Nintendo Switch: 17.9 GB , Nintendo Switch 2: 17.9 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","July 19, 2019"
95,DRAGON QUEST BUILDERS™ 2,$49.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"British English, French, German, Italian, Spanish","July 12, 2019"
96,Super Mario Maker™ 2,$59.99,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 28, 2019"
97,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,$24.99,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","June 13, 2019"
98,Nintendo Switch Game Vouchers,$99.98,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,Chưa có,"May 15, 2019"
99,BOXBOY! + BOXGIRL!™,$9.99,"Nintendo Switch: 585 MB , Nintendo Switch 2: 585 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","April 26, 2019"
100,Yoshi’s Crafted World™,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 29, 2019"
101,Tetris® 99,$0.00,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","February 13, 2019"
102,New Super Mario Bros.™ U Deluxe,$59.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","January 11, 2019"
103,Super Smash Bros.™ Ultimate,$59.99,"Nintendo Switch: 17.3 GB , Nintendo Switch 2: 17.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (2-4)","Action , Fighting , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","December 7, 2018"
104,"Pokémon™: Let’s Go, Eevee!",$59.99,"Nintendo Switch: 4.2 GB , Nintendo Switch 2: 4.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Role playing , Simulation",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 16, 2018"
105,"Pokémon™: Let’s Go, Pikachu!",$59.99,"Nintendo Switch: 4.2 GB , Nintendo Switch 2: 4.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 16, 2018"
106,The World Ends with You®: Final Remix,$49.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","October 12, 2018"
107,Super Mario Party™,$59.99,"Nintendo Switch: 2.9 GB , Nintendo Switch 2: 2.9 GB","TV mode , Tabletop mode","Single System (1-4) , Online (1-4)","Action , Party , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 5, 2018"
108,Xenoblade Chronicles 2: Torna ~ The Golden Country,$39.99,"Nintendo Switch: 3.3 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","September 21, 2018"
109,Nintendo Entertainment System™ - Nintendo Switch Online,$0.00,"Nintendo Switch: 134 MB , Nintendo Switch 2: 134 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 18, 2018"
110,Go Vacation™,$49.99,"Nintendo Switch: 8.8 GB , Nintendo Switch 2: 8.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-)","Action , Party , Sports",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","July 27, 2018"
111,Captain Toad™: Treasure Tracker,$39.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure , Puzzle",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Spanish, Dutch, Latin American Spanish, Canadian French, American English","July 13, 2018"
112,Mario Tennis™ Aces,$59.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Party , Sports",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 22, 2018"
113,Sushi Striker™: The Way of Sushido,$49.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Action , Puzzle",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","June 8, 2018"
114,Pokémon™ Quest,$0.00,"Nintendo Switch: 271 MB , Nintendo Switch 2: 271 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 29, 2018"
115,Hyrule Warriors: Definitive Edition,$59.99,"Nintendo Switch: 12.9 GB , Nintendo Switch 2: 12.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","May 18, 2018"
116,Donkey Kong Country™: Tropical Freeze,$59.99,"Nintendo Switch: 6.7 GB , Nintendo Switch 2: 6.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","May 4, 2018"
117,Kirby™ Star Allies,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 16, 2018"
118,Dragon Quest Builders™,$49.99,"Nintendo Switch: 815 MB , Nintendo Switch 2: 815 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","February 9, 2018"
119,Xenoblade Chronicles™ 2,,"Nintendo Switch: 13.2 GB , Nintendo Switch 2: 13.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Latin American Spanish, Canadian French, American English","December 1, 2017"
120,Super Mario Odyssey™,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 27, 2017"
121,Fire Emblem Warriors,$59.99,"Nintendo Switch: 13.4 GB , Nintendo Switch 2: 13.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Strategy",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","October 20, 2017"
122,Pokkén Tournament™ DX,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","September 22, 2017"
123,Flip Wars,$9.99,"Nintendo Switch: 422 MB , Nintendo Switch 2: 422 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Simplified Chinese, Traditional Chinese, American English","August 10, 2017"
124,Splatoon™ 2,$59.99,"Nintendo Switch: 6.1 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"Latin American Spanish, Canadian French, American English","July 21, 2017"
125,ARMS™,$59.99,"Nintendo Switch: 3.2 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Latin American Spanish, Canadian French, American English","June 16, 2017"
126,Mario Kart™ 8 Deluxe,$59.99,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-12)","Party , Racing",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","April 28, 2017"
127,"Snipperclips™ – Cut it out, together!",$19.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Party , Puzzle",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 3, 2017"
128,1-2-Switch™,$49.99,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode",Single System (1-2),"Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Russian, Latin American Spanish, Canadian French, American English","March 3, 2017"
129,The Legend of Zelda™: Breath of the Wild,$19.99,"Nintendo Switch: 14.4 GB , Nintendo Switch 2: 14.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","March 3, 2017"
130,Pokémon™ Champions,,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English",Chưa có
131,Mina the Hollower,,Chưa có,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Yacht Club Games,Yacht Club Games,"Japanese, French, German, Italian, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English",2030
132,Mina the Hollower,,Chưa có,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Yacht Club Games,Yacht Club Games,"Japanese, French, German, Italian, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English",2030
133,Indiana Jones and the Great Circle™,,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Bethesda,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English",2026
134,Monster Hunter Stories 3: Twisted Reflection,$69.99,29.3 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,CAPCOM,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","March 13, 2026"
135,Sushi Cat - Tower Defense,$9.99,"Nintendo Switch: 196 MB , Nintendo Switch 2: 196 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Armor Games Studios,Armor Games Studios,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, American English","March 5, 2026"
136,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
137,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
138,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
139,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
140,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
141,ChromaGun 2: Dye Hard,$19.99,9.5 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,PM Studios,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","February 12, 2026"
142,Blazblue Entropy Effect X,$24.99,"Nintendo Switch: 5.8 GB , Nintendo Switch 2: 5.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,91Act,Chưa có,"Japanese, French, German, Spanish, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","February 12, 2026"
143,DRAGON QUEST VII Reimagined,$59.99,6.8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Latin American Spanish, American English","February 5, 2026"
144,DRAGON QUEST VII Reimagined,$59.99,"Nintendo Switch: 4.3 GB , Nintendo Switch 2: 4.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Latin American Spanish, American English","February 5, 2026"
145,【Limited early purchase edition】FINAL FANTASY VII REMAKE INTERGRADE,$39.99,Chưa có,Chưa có,Chưa có,Role playing,Nintendo Switch 2,SQUARE ENIX,Chưa có,Chưa có,"January 22, 2026"
146,"Whoops, something went wrong.",Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
147,BattleTanks - Animal Wars,$4.99,"Nintendo Switch: 254 MB , Nintendo Switch 2: 254 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Chưa có,Nintendo Switch,Kasur Games,Kasur Games,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Latin American Spanish, American English","January 14, 2026"
148,Go Kart Island,$9.99,"Nintendo Switch: 683 MB , Nintendo Switch 2: 683 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Ant Workshop,Ant Workshop,British English,"January 9, 2026"
149,Electronics Puzzle Lab 1 & 2 Collection,$7.99,Chưa có,Chưa có,Chưa có,Puzzle,Nintendo Switch,eastasiasoft,Chưa có,Chưa có,"December 23, 2025"
150,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
151,Oppidum,$29.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,EP Games,EP Games,"Japanese, French, German, Spanish, Korean, Brazilian Portuguese, American English","December 18, 2025"
152,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
153,Unto Deepest Depths,$6.99,"Nintendo Switch: 108 MB , Nintendo Switch 2: 108 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Flynns Arcade,Flynns Arcade,American English,"December 11, 2025"
154,Tamarindos Freaking Dinner,$14.90,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Celery Emblem,Chưa có,American English,"December 11, 2025"
155,Mamon King,$12.99,"Nintendo Switch: 1008 MB , Nintendo Switch 2: 1008 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,LiTMUS,LiTMUS,"Japanese, American English","December 11, 2025"
156,Dunjungle,$19.99,"Nintendo Switch: 940 MB , Nintendo Switch 2: 940 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Astrolabe Games,Chưa có,"Japanese, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","December 11, 2025"
157,Little Rocket Lab,$19.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,No More Robots,Chưa có,"French, German, Italian, Spanish, Simplified Chinese, American English","December 10, 2025"
158,Montezuma's Revenge - The 40th Anniversary Edition,$14.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,eastasiasoft,Chưa có,"Japanese, French, German, Spanish, Simplified Chinese, Traditional Chinese, American English","December 10, 2025"
159,Farming Simulator: Signature Edition,$59.99,21.8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,GIANTS Software,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","December 9, 2025"
160,Keep The Heroes Out,$19.99,"Nintendo Switch: 531 MB , Nintendo Switch 2: 531 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch,Bitten Toast Games,Bitten Toast Games,American English,"December 9, 2025"
161,A Game About Digging A Hole™,$4.99,"Nintendo Switch: 210 MB , Nintendo Switch 2: 210 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Rokaplay,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, American English","December 9, 2025"
162,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
163,Skate Story,$19.99,7.1 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Devolver Digital,Devolver Digital,"Japanese, French, German, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","December 8, 2025"
164,Nicktoons & The Dice of Destiny,$49.99,5.6 GB,"TV mode , Tabletop mode , Handheld mode",Single System (1-4),Chưa có,Nintendo Switch 2,Game Mill,Game Mill,"French, German, Italian, Spanish, Dutch, American English","December 5, 2025"
165,OCTOPATH TRAVELER 0,$49.99,4.2 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, American English","December 4, 2025"
166,Metroid Prime™ 4: Beyond - Nintendo Switch™ 2 Edition,$69.99,Chưa có,"Handheld mode , TV mode , Tabletop mode",Chưa có,Chưa có,Nintendo Switch 2,Nintendo,Nintendo,"American English, Traditional Chinese, Spanish, Simplified Chinese, Portuguese, Korean, Japanese, Italian, German, French, Dutch","December 4, 2025"
167,Santa's Christmas Story 2 The Frozen Gift War,$6.99,"Nintendo Switch: 358 MB , Nintendo Switch 2: 358 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Eclipse Interactive,Chưa có,American English,"December 4, 2025"
168,Cats Ritual,$4.06,"Nintendo Switch: 2.6 GB , Nintendo Switch 2: 2.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SOURCE BYTE,Chưa có,American English,"December 4, 2025"
169,Old School Rally,$19.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Astrolabe Games,Astrolabe Games,"Japanese, British English, German, Italian, Spanish, Russian, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","December 4, 2025"
