stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
80,Jump Rope Challenge,$0.00,"Nintendo Switch: 162 MB , Nintendo Switch 2: 162 MB","TV mode , Tabletop mode",Single System (1-2),"Application , Training",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 15, 2020"
81,Clubhouse Games™: 51 Worldwide Classics,$39.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.5 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Party , Puzzle , Racing , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 5, 2020"
82,Good Job!™,$19.99,"Nintendo Switch: 419 MB , Nintendo Switch 2: 419 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Latin American Spanish, Canadian French, American English","March 26, 2020"
83,Animal Crossing™: New Horizons,$59.99,"Nintendo Switch: 10.2 GB , Nintendo Switch 2: 10.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-8)",Simulation,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 20, 2020"
84,Pokémon Mystery Dungeon™: Rescue Team DX,$59.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","March 6, 2020"
85,Pokémon™ HOME,$0.00,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","February 11, 2020"
86,Tokyo Mirage Sessions™ #FE Encore,$59.99,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, Simplified Chinese, Traditional Chinese, American English","January 17, 2020"
87,Pokémon Sword and Pokémon Shield Double Pack Digital Version,$119.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
88,Pokémon™ Sword,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
89,Pokémon™ Shield,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
90,The Stretchers™,$19.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 8, 2019"
91,Luigi’s Mansion™ 3,$59.99,"Nintendo Switch: 7.4 GB , Nintendo Switch 2: 7.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)","Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 31, 2019"
92,Ring Fit Adventure,$79.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo,Nintendo,American English,"October 18, 2019"
93,The Legend of Zelda™: Link’s Awakening,$59.99,"Nintendo Switch: 5.9 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 20, 2019"
94,DAEMON X MACHINA™,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"French, German, Italian, Spanish, Korean, American English","September 13, 2019"
95,Super Nintendo Entertainment System™ – Nintendo Classics,$0.00,"Nintendo Switch: 288 MB , Nintendo Switch 2: 311 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 5, 2019"
96,Super Kirby Clash™,$0.00,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 4, 2019"
97,ASTRAL CHAIN,$59.99,"Nintendo Switch: 9.8 GB , Nintendo Switch 2: 9.8 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","August 30, 2019"
98,Fire Emblem™: Three Houses,$59.99,"Nintendo Switch: 11.6 GB , Nintendo Switch 2: 11.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","July 26, 2019"
99,MARVEL ULTIMATE ALLIANCE 3: The Black Order,$59.99,"Nintendo Switch: 17.9 GB , Nintendo Switch 2: 17.9 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","July 19, 2019"
100,DRAGON QUEST BUILDERS™ 2,$49.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"British English, French, German, Italian, Spanish","July 12, 2019"
=======
1,Metroid Prime™ 4: Beyond,$59.99,"Nintendo Switch: 28.9 GB , Nintendo Switch 2: 28.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","December 4, 2025"
2,Kirby™ Air Riders,$69.99,21.7 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Party , Racing",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 20, 2025"
3,Hyrule Warriors: Age of Imprisonment,$69.99,43.4 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch 2,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 6, 2025"
4,Pokémon™ Legends: Z-A – Nintendo Switch™ 2 Edition,$69.99,"Nintendo Switch: 4.1 GB , Nintendo Switch 2: 7.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 16, 2025"
5,Pokémon™ Legends: Z-A,$59.99,"Nintendo Switch: 4.1 GB , Nintendo Switch 2: 7.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 16, 2025"
6,Super Mario Galaxy™ 2,$39.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 2, 2025"
7,Super Mario Galaxy™,$39.99,"Nintendo Switch: 3.7 GB , Nintendo Switch 2: 3.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 2, 2025"
8,Kirby™ and the Forgotten Land – Nintendo Switch™ 2 Edition + Star-Crossed World,$79.99,"Nintendo Switch: 5.8 GB , Nintendo Switch 2: 16.7 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (1-)","Action , Adventure",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","August 28, 2025"
9,Drag x Drive™,$19.99,1.9 GB,"TV mode , Tabletop mode",Chưa có,"Action , Sports",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","August 14, 2025"
10,Super Mario Party™ Jamboree – Nintendo Switch™ 2 Edition + Jamboree TV,$79.99,"Nintendo Switch: 5.4 GB , Nintendo Switch 2: 12.6 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-20)","Action , Party , Tabletop",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","July 24, 2025"
11,Pokémon™ Friends,$9.99,"Nintendo Switch: 871 MB , Nintendo Switch 2: 871 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","July 22, 2025"
12,Donkey Kong™ Bananza,$69.99,8.9 GB,"TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","July 17, 2025"
13,The Legend of Zelda™: Breath of the Wild – Nintendo Switch™ 2 Edition Upgrade Pack,$9.99,9.6 GB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Nintendo,Chưa có,Chưa có,"June 5, 2025"
14,The Legend of Zelda™: Tears of the Kingdom – Nintendo Switch™ 2 Edition Upgrade Pack,$9.99,3.5 GB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Nintendo,Chưa có,Chưa có,"June 5, 2025"
15,The Legend of Zelda™: Tears of the Kingdom – Nintendo Switch™ 2 Edition,$79.99,"Nintendo Switch: 16.5 GB , Nintendo Switch 2: 20.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch 2,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","June 5, 2025"
16,The Legend of Zelda™: Breath of the Wild – Nintendo Switch™ 2 Edition,$69.99,"Nintendo Switch: 14.4 GB , Nintendo Switch 2: 24.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch 2,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","June 5, 2025"
17,Nintendo Switch™ 2 Welcome Tour,$9.99,1.7 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Education , Simulation",Nintendo Switch 2,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","June 5, 2025"
18,Nintendo GameCube™ – Nintendo Classics,$0.00,7.3 GB,"TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch 2,Nintendo,Nintendo,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","June 5, 2025"
19,Mario Kart™ World,$79.99,21.9 GB,"TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-24)","Party , Racing",Nintendo Switch 2,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","June 5, 2025"
20,Xenoblade Chronicles™ X: Definitive Edition,$59.99,"Nintendo Switch: 13.5 GB , Nintendo Switch 2: 13.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","March 20, 2025"
21,Donkey Kong Country™ Returns HD,$59.99,"Nintendo Switch: 8.3 GB , Nintendo Switch 2: 8.3 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","January 16, 2025"
22,Fitness Boxing 3: Your Personal Trainer,$49.99,"Nintendo Switch: 3.7 GB , Nintendo Switch 2: 3.7 GB","TV mode , Tabletop mode",Single System (1-2),"Sports , Training",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","December 5, 2024"
23,Mario & Luigi™: Brothership,$59.99,"Nintendo Switch: 10 GB , Nintendo Switch 2: 10 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 7, 2024"
24,Super Mario Party™ Jamboree,$59.99,"Nintendo Switch: 5.4 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-20)","Action , Party , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 17, 2024"
25,The Legend of Zelda™: Echoes of Wisdom,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","September 26, 2024"
26,Age verification,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
27,Nintendo World Championships: NES™ Edition,$29.99,"Nintendo Switch: 435 MB , Nintendo Switch 2: 435 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-)","Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","July 18, 2024"
28,Luigi's Mansion™ 2 HD,$59.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 27, 2024"
29,Age verification,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
30,Paper Mario™: The Thousand-Year Door,$59.99,"Nintendo Switch: 5.1 GB , Nintendo Switch 2: 5.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 23, 2024"
31,Game Boy™ – Nintendo Switch Online,$0.00,"Nintendo Switch: 146 MB , Nintendo Switch 2: 146 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, American English","February 8, 2023"
32,Fire Emblem™ Engage,$59.99,"Nintendo Switch: 16.6 GB , Nintendo Switch 2: 16.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Strategy",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","January 20, 2023"
33,Pokémon™ Scarlet and Pokémon™ Violet Double Pack,$119.99,Chưa có,Chưa có,Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,Chưa có,"November 18, 2022"
34,Pokémon™ Violet,$59.99,"Nintendo Switch: 9.9 GB , Nintendo Switch 2: 10.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 18, 2022"
35,Pokémon™ Scarlet,$59.99,"Nintendo Switch: 9.9 GB , Nintendo Switch 2: 10.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 18, 2022"
36,Splatoon™ 3,$59.99,"Nintendo Switch: 9.9 GB , Nintendo Switch 2: 9.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Traditional Chinese, American English","September 9, 2022"
37,Kirby’s Dream Buffet™,$14.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (1-4)","Action , Racing",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","August 17, 2022"
38,Xenoblade Chronicles™ 3,$59.99,"Nintendo Switch: 14.4 GB , Nintendo Switch 2: 14.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese","July 29, 2022"
39,LIVE A LIVE,$49.99,"Nintendo Switch: 4.7 GB , Nintendo Switch 2: 4.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","July 22, 2022"
40,Fire Emblem Warriors: Three Hopes,$59.99,"Nintendo Switch: 13.5 GB , Nintendo Switch 2: 13.5 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Strategy",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","June 24, 2022"
41,Mario Strikers™: Battle League,$29.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)","Action , Sports",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","June 10, 2022"
42,Nintendo Switch™ Sports,$39.99,"Nintendo Switch: 3.2 GB , Nintendo Switch 2: 3.2 GB","TV mode , Tabletop mode","Single System (1-4) , Online (1-2)","Action , Party , Sports",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","April 29, 2022"
43,Kirby™ and the Forgotten Land,$59.99,"Nintendo Switch: 5.8 GB , Nintendo Switch 2: 5.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 25, 2022"
44,Pokémon™ Legends: Arceus,$59.99,"Nintendo Switch: 6.1 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","January 28, 2022"
45,Big Brain Academy™: Brain vs. Brain,$29.99,"Nintendo Switch: 720 MB , Nintendo Switch 2: 805 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-)",Training,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","December 3, 2021"
46,Pokémon™ Brilliant Diamond and Pokémon™ Shining Pearl Double Pack,$119.99,Chưa có,Chưa có,Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,Chưa có,"November 19, 2021"
47,Pokémon™ Shining Pearl,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 19, 2021"
48,Pokémon™ Brilliant Diamond,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 19, 2021"
49,Mario Party™ Superstars,$59.99,"Nintendo Switch: 2.9 GB , Nintendo Switch 2: 2.9 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)","Action , Party , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 29, 2021"
50,SEGA Genesis™ – Nintendo Switch Online,$0.00,"Nintendo Switch: 226 MB , Nintendo Switch 2: 226 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","October 25, 2021"
51,Nintendo 64™ – Nintendo Classics,$0.00,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","October 25, 2021"
52,Metroid™ Dread,$59.99,"Nintendo Switch: 4.3 GB , Nintendo Switch 2: 4.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure , Shooting",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 8, 2021"
53,WarioWare™: Get It Together!,$49.99,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Party",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 10, 2021"
54,The Legend of Zelda™: Skyward Sword HD,$59.99,"Nintendo Switch: 7.1 GB , Nintendo Switch 2: 7.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","July 16, 2021"
55,Mario Golf™: Super Rush,$59.99,"Nintendo Switch: 4.2 GB , Nintendo Switch 2: 4.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Action , Party , Sports",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 25, 2021"
56,Game Builder Garage™,$29.99,"Nintendo Switch: 1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Application , Education",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 11, 2021"
